Date,Amount,Currency,Description,Category,Sub Category,Paid By
25/04/2023,10.00,GBP,SPAR,Food & Drinks,Grocery,
26/04/2023,4.49,GBP,breakfast ,Food & Drinks,Take aways,
26/04/2023,3.70,GBP,Gather,Food & Drinks,Take aways,
26/04/2023,3.60,GBP,Starbuck ,Food & Drinks,Take aways,
26/04/2023,10.00,GBP,m&s,Other,Miscellaneous,
26/04/2023,3.00,GBP,sainsbary,Other,Miscellaneous,
26/04/2023,3.40,GBP,bus,Transportation,Transport_Local,
26/04/2023,66.00,GBP,Lebanese ,Food & Drinks,Eating out,
27/04/2023,138.00,GBP,octopus,Utility,Gas & Electricity,
27/04/2023,15.00,GBP,outing donation ,Other,Miscellaneous,
28/04/2023,8.99,GBP,Amazon,Entertainment,Subscription,
28/04/2023,1.99,GBP,SPAR,Food & Drinks,Grocery,
29/04/2023,5.50,GBP,Bus,Transportation,Transport_Local,
29/04/2023,1.10,GBP,gregs,Food & Drinks,Take aways,
29/04/2023,17.50,GBP,m&s,Personal care,Clothing(Other),
29/04/2023,12.00,GBP,Reading fish,Food & Drinks,Grocery,
01/05/2023,11.45,GBP,Reading fish,Food & Drinks,Grocery,
29/04/2023,2.50,GBP,Tariq Meat,Food & Drinks,Grocery,
01/05/2023,7.56,GBP,Tariq Meat,Food & Drinks,Grocery,
29/04/2023,8.00,GBP,Tesco,Other,Shopping,
29/04/2023,19.33,GBP,Tesco,Food & Drinks,Grocery,
30/04/2023,5.50,GBP,bus,Transportation,Transport_Local,
30/04/2023,17.20,GBP,SKVP,Food & Drinks,Eating out,
30/04/2023,60.00,GBP,India a/c,Saving,Saving,
01/05/2023,40.00,GBP,Maa,Allowance,Allowance_mom,
01/05/2023,16.38,GBP,Exotic,Food & Drinks,Grocery,
01/05/2023,4.00,GBP,Bus,Transportation,Transport_Local,
01/05/2023,5.00,GBP,ice-cream ,Food & Drinks,Eating out,
01/05/2023,11.50,GBP,poundbeyond,Other,Shopping,
01/05/2023,7.46,GBP,aldi,Food & Drinks,Grocery,
01/05/2023,4.00,GBP,aldi,Personal care,Miscellaneous,
01/05/2023,8.96,GBP,amazon prime,Other,Miscellaneous,
01/05/2023,5.44,GBP,SPAR,Food & Drinks,Grocery,
02/05/2023,38.00,GBP,Thames Water,Utility,Water,
02/05/2023,6.80,GBP,Bus,Transportation,Transport_Local,
02/05/2023,5.90,GBP,gregs,Food & Drinks,Take aways,
02/05/2023,277.00,GBP,Specs,Personal care,Miscellaneous,
03/05/2023,3.40,GBP,bus,Transportation,Transport_Local,
03/05/2023,4.40,GBP,sainsbary,Food & Drinks,Take aways,
04/05/2023,4.62,GBP,SPAR,Food & Drinks,Grocery,
06/05/2023,22.00,GBP,SPAR,Food & Drinks,Grocery,
06/05/2023,8.99,GBP,Amazon,Entertainment,Subscription,
07/05/2023,9.00,GBP,EE,Utility,Phone Bill,
07/05/2023,5.50,GBP,bus,Transportation,Transport_Local,
07/05/2023,22.30,GBP,best food,Food & Drinks,Grocery,
07/05/2023,4.00,GBP,poundland,Other,Shopping,
07/05/2023,24.35,GBP,Wendys,Food & Drinks,Eating out,
08/05/2023,27.50,GBP,Exotic,Food & Drinks,Grocery,
08/05/2023,4.50,GBP,SPAR,Food & Drinks,Grocery,
08/05/2023,16.00,GBP,Amazon,Housing,Household Product,
09/05/2023,21.00,GBP,Sky Digital,Utility,TV & Broadband,
09/05/2023,1200.00,GBP,Rent'May,Housing,Rent,
09/05/2023,10.30,GBP,amens Kitchen ,Food & Drinks,Take aways,
09/05/2023,6.20,GBP,SPAR,Food & Drinks,Grocery,
10/05/2023,3.40,GBP,Bus,Transportation,Transport_Local,
10/05/2023,1.15,GBP,Gather,Food & Drinks,Take aways,
10/05/2023,2.15,GBP,sainsbary,Food & Drinks,Take aways,
10/05/2023,10.00,GBP,itsu,Food & Drinks,Take aways,
12/05/2023,22.00,GBP,SKY TV,Utility,TV & Broadband,
12/05/2023,3.40,GBP,bus,Transportation,Transport_Local,
12/05/2023,3.50,GBP,wilko,Housing,Household Product,
12/05/2023,3.24,GBP,SPAR,Food & Drinks,Grocery,
13/05/2023,5.50,GBP,Bus,Transportation,Transport_Local,
13/05/2023,26.00,GBP,food festival,Food & Drinks,Eating out,
13/05/2023,5.00,GBP,Madhu,Allowance,Allowance_spouse,
13/05/2023,14.73,GBP,Tariq Meat,Food & Drinks,Grocery,
13/05/2023,4.00,GBP,Tesco,Housing,Household Product,
13/05/2023,32.45,GBP,Tesco,Food & Drinks,Grocery,
14/05/2023,23.50,GBP,Exotic,Food & Drinks,Grocery,
14/05/2023,3.30,GBP,SPAR,Food & Drinks,Grocery,
14/05/2023,3.45,GBP,SPAR,Food & Drinks,Grocery,
15/05/2023,26.50,GBP,TV licence ,Entertainment,Subscription,
15/05/2023,167.00,GBP,reading council ,Housing,Council Tax,
15/05/2023,13.50,GBP,Tesco,Housing,Household Product,
15/05/2023,5.00,GBP,chaaipani,Food & Drinks,Take aways,
16/05/2023,5.50,GBP,Bus,Transportation,Transport_Local,
16/05/2023,10.00,GBP,reading chat,Food & Drinks,Eating out,
16/05/2023,3.50,GBP,reading chat,Food & Drinks,Take aways,
16/05/2023,15.97,GBP,Amazon,Other,Shopping,
17/05/2023,3.40,GBP,bus,Transportation,Transport_Local,
17/05/2023,4.45,GBP,food at office,Food & Drinks,Take aways,
17/05/2023,1.96,GBP,SPAR,Food & Drinks,Grocery,
18/05/2023,11.00,GBP,school,Personal care,Clothing(Other),
18/05/2023,7.33,GBP,SPAR,Food & Drinks,Grocery,
18/05/2023,11.00,GBP,madhu,Allowance,Allowance_spouse,
20/05/2023,13.00,GBP,haircut,Personal care,Miscellaneous,
20/05/2023,20.00,GBP,Exotic,Food & Drinks,Grocery,
20/05/2023,12.75,GBP,Tariq Meat,Food & Drinks,Grocery,
20/05/2023,30.45,GBP,Tesco,Food & Drinks,Grocery,
20/05/2023,4.00,GBP,Tesco,Personal care,Miscellaneous,
20/05/2023,6.45,GBP,SPAR,Food & Drinks,Grocery,
21/05/2023,5.00,GBP,lyca,Utility,Phone Bill,
21/05/2023,1.50,GBP,Tesco,Food & Drinks,Take aways,
22/05/2023,13.00,GBP,Asda,Food & Drinks,Grocery,
24/05/2023,6.80,GBP,bus,Transportation,Transport_Local,
24/05/2023,39.50,GBP,m&s,Personal care,Clothing(Other),
24/05/2023,14.80,GBP,primark,Personal care,Clothing(Other),
24/05/2023,5.75,GBP,wilko,Other,Shopping,
24/05/2023,5.85,GBP,pret,Food & Drinks,Take aways,
24/05/2023,12.99,GBP,Amazon,Housing,Household Product,
25/05/2023,20.60,GBP,School trip,Other,Miscellaneous,
25/05/2023,53.00,GBP,madhu,Allowance,Allowance_spouse,
25/05/2023,4.67,GBP,SPAR,Food & Drinks,Grocery,
26/05/2023,32.00,GBP,cake,Food & Drinks,Take aways,
26/05/2023,11.00,GBP,SPAR,Food & Drinks,Grocery,
27/05/2023,9.00,GBP,haircut,Personal care,Miscellaneous,
27/05/2023,1.00,GBP,SPAR,Food & Drinks,Grocery,
27/05/2023,6.90,GBP,Bus,Transportation,Transport_Local,
27/05/2023,42.98,GBP,Entertainers ,Entertainment,Miscellaneous,
27/05/2023,1.50,GBP,poundland,Housing,Household Product,
27/05/2023,4.20,GBP,primark,Housing,Household Product,
27/05/2023,24.75,GBP,Tariq Meat,Food & Drinks,Grocery,
27/05/2023,7.00,GBP,Tesco,Housing,Household Product,
27/05/2023,32.03,GBP,Tesco,Food & Drinks,Grocery,
27/05/2023,24.65,GBP,Exotic,Food & Drinks,Grocery,
27/05/2023,1.99,GBP,SPAR,Food & Drinks,Grocery,
28/05/2023,8.99,GBP,Amazon,Entertainment,Subscription,
28/05/2023,3.40,GBP,bus,Transportation,Transport_Local,
28/05/2023,3.25,GBP,Tesco,Housing,Household Product,
29/05/2023,5.50,GBP,Bus,Transportation,Transport_Local,
29/05/2023,10.00,GBP,Funfair ,Entertainment,Entry fee,
30/05/2023,138.00,GBP,Octopus,Utility,Gas & Electricity,
30/05/2023,5.50,GBP,Bus,Transportation,Transport_Local,
30/05/2023,14.05,GBP,Wilko,Housing,Household Product,
30/05/2023,1.99,GBP,SPAR,Food & Drinks,Grocery,
31/05/2023,2.50,GBP,Tesco,Other,Miscellaneous,
01/06/2023,7.00,GBP,Exotic,Food & Drinks,Grocery,
01/06/2023,20.00,GBP,Exotic,Food & Drinks,Grocery,
01/06/2023,5.00,GBP,Asda,Personal care,Miscellaneous,
01/06/2023,3.56,GBP,Asda,Food & Drinks,Grocery,
01/06/2023,1.99,GBP,SPAR,Food & Drinks,Grocery,
01/06/2023,38.00,GBP,Thames Water,Utility,Water,
01/06/2023,7.10,GBP,Amazon,Housing,Household Product,
02/06/2023,8.99,GBP,Amazon,Entertainment,Subscription,
03/06/2023,26.66,GBP,Exotic,Food & Drinks,Grocery,
03/06/2023,3.84,GBP,Tariq Meat,Food & Drinks,Take aways,
03/06/2023,7.00,GBP,Tariq Meat,Food & Drinks,Grocery,
03/06/2023,2.50,GBP,Tesco,Housing,Household Product,
03/06/2023,19.51,GBP,Tesco,Food & Drinks,Grocery,
03/06/2023,5.00,GBP,Amens Kitchen,Food & Drinks,Take aways,
03/06/2023,6.88,GBP,SPAR,Food & Drinks,Grocery,
04/06/2023,2.35,GBP,Hevs,Food & Drinks,Take aways,
04/06/2023,12.95,GBP,reading chat,Food & Drinks,Eating out,
05/06/2023,8.99,GBP,Amazon,Other,Shopping,
05/06/2023,10.00,GBP,Amazon,Other,Shopping,
06/06/2023,1200.00,GBP,Rent'Jun,Housing,Rent,
06/06/2023,4.69,GBP,SPAR,Food & Drinks,Grocery,
06/06/2023,3.45,GBP,SPAR,Food & Drinks,Grocery,
06/06/2023,10.00,GBP,EE,Utility,Phone Bill,
07/06/2023,9.75,GBP,food at office,Food & Drinks,Eating out,
07/06/2023,1.50,GBP,juice,Food & Drinks,Take aways,
07/06/2023,3.40,GBP,Bus,Transportation,Transport_Local,
07/06/2023,3.50,GBP,sainsbary,Food & Drinks,Grocery,
07/06/2023,5.37,GBP,Bestfood,Food & Drinks,Grocery,
07/06/2023,2.79,GBP,SPAR,Food & Drinks,Grocery,
08/06/2023,6.53,GBP,SPAR,Food & Drinks,Grocery,
09/06/2023,21.00,GBP,Sky Digital,Utility,TV & Broadband,
09/06/2023,1.09,GBP,SPAR,Food & Drinks,Grocery,
09/06/2023,5.74,GBP,SPAR,Food & Drinks,Take aways,
09/06/2023,37.34,GBP,Exotic,Food & Drinks,Grocery,
09/06/2023,7.28,GBP,Amens Kitchen,Food & Drinks,Take aways,
09/06/2023,25.00,GBP,Argos,Housing,Household Product,
10/06/2023,5.50,GBP,Bus,Transportation,Transport_Local,
10/06/2023,4.50,GBP,Ice-cream ,Food & Drinks,Take aways,
10/06/2023,4.50,GBP,Honey ,Other,Miscellaneous,
10/06/2023,11.50,GBP,Boat,Entertainment,Entry fee,
10/06/2023,18.95,GBP,McD,Food & Drinks,Eating out,
10/06/2023,8.30,GBP,Tesco,Housing,Household Product,
10/06/2023,28.29,GBP,Tesco,Food & Drinks,Grocery,
11/06/2023,16.65,GBP,Exotic,Food & Drinks,Grocery,
11/06/2023,4.07,GBP,SPAR,Food & Drinks,Grocery,
14/06/2023,22.00,GBP,Sky Tv,Utility,TV & Broadband,
14/06/2023,4.00,GBP,Tesco,Personal care,Clothing(Other),
14/06/2023,9.29,GBP,Tesco,Housing,Household Product,
14/06/2023,10.00,GBP,madhu,Allowance,Allowance_spouse,
14/06/2023,7.41,GBP,SPAR,Food & Drinks,Grocery,
14/06/2023,2.39,GBP,SPAR,Food & Drinks,Grocery,
15/06/2023,167.00,GBP,readin council,Housing,Council Tax,
15/06/2023,13.25,GBP,Tv license,Entertainment,Entry fee,
15/06/2023,13.00,GBP,Amazon,Personal care,Clothing(Other),
15/06/2023,5.57,GBP,SPAR,Food & Drinks,Grocery,
16/06/2023,35.55,GBP,Exotic,Food & Drinks,Grocery,
17/06/2023,5.50,GBP,bus,Transportation,Transport_Local,
17/06/2023,2.00,GBP,wilko,Personal care,Miscellaneous,
17/06/2023,1.30,GBP,boots,Personal care,Miscellaneous,
17/06/2023,10.50,GBP,Ice-cream ,Food & Drinks,Eating out,
17/06/2023,19.13,GBP,Reading fish,Food & Drinks,Grocery,
17/06/2023,27.13,GBP,sainsbary,Food & Drinks,Grocery,
17/06/2023,11.50,GBP,poundland,Other,Miscellaneous,
18/06/2023,9.83,GBP,Exotic,Food & Drinks,Grocery,
18/06/2023,4.78,GBP,SPAR,Food & Drinks,Grocery,
18/06/2023,13.00,GBP,food,Food & Drinks,Take aways,
19/06/2023,11.50,GBP,School photo,Other,Miscellaneous,
19/06/2023,2.84,GBP,SPAR,Food & Drinks,Grocery,
20/06/2023,5.00,GBP,lyca,Utility,Phone Bill,
21/06/2023,3.40,GBP,bus,Transportation,Transport_Local,
21/06/2023,1.90,GBP,food at office,Food & Drinks,Take aways,
22/06/2023,10.30,GBP,SPAR,Food & Drinks,Grocery,
22/06/2023,8.71,GBP,Amazon,Other,Miscellaneous,
23/06/2023,32.36,GBP,Exotic,Food & Drinks,Grocery,
24/06/2023,5.50,GBP,bus,Transportation,Transport_Local,
24/06/2023,23.00,GBP,primark,Personal care,Clothing(Own),
24/06/2023,23.00,GBP,primark,Personal care,Clothing(Other),
24/06/2023,7.50,GBP,Ice-cream ,Food & Drinks,Take aways,
24/06/2023,16.50,GBP,chopstick,Food & Drinks,Eating out,
24/06/2023,3.19,GBP,McD,Food & Drinks,Eating out,
24/06/2023,3.28,GBP,McD,Food & Drinks,Eating out,
24/06/2023,2.50,GBP,poundland,Other,Miscellaneous,
24/06/2023,3.50,GBP,Tesco,Housing,Household Product,
24/06/2023,16.00,GBP,Tesco,Food & Drinks,Grocery,
24/06/2023,8.00,GBP,Tariq Meat,Food & Drinks,Grocery,
25/06/2023,2.37,GBP,juice,Food & Drinks,Take aways,
25/06/2023,3.27,GBP,SPAR,Food & Drinks,Grocery,
25/06/2023,22.12,GBP,Amazon,Other,Miscellaneous,
26/06/2023,12.76,GBP,Exotic,Food & Drinks,Grocery,
27/06/2023,8.99,GBP,Amazon,Entertainment,Subscription,
27/06/2023,7.17,GBP,SPAR,Food & Drinks,Grocery,
28/06/2023,138.00,GBP,Octopus,Utility,Gas & Electricity,
28/06/2023,11.34,GBP,SPAR,Food & Drinks,Grocery,
28/06/2023,3.40,GBP,Bus,Transportation,Transport_Local,
28/06/2023,8.60,GBP,food at office,Food & Drinks,Take aways,
28/06/2023,8.71,GBP,Amazon,Other,Miscellaneous,
01/07/2023,22.00,GBP,Bus to Heathrow,Transportation,Transport_Other,
01/07/2023,27.90,GBP,Exotic,Food & Drinks,Grocery,
01/07/2023,2.00,GBP,SPAR,Food & Drinks,Grocery,
01/07/2023,7.00,GBP,Tesco,Housing,Household Product,
01/07/2023,36.76,GBP,Tesco,Food & Drinks,Grocery,
01/07/2023,11.71,GBP,Exotic,Food & Drinks,Grocery,
01/07/2023,8.48,GBP,Temu,Personal care,Clothing(Other),
01/07/2023,56.64,GBP,surfshark,Other,Miscellaneous,
02/07/2023,1.34,GBP,SPAR,Food & Drinks,Grocery,
02/07/2023,8.99,GBP,Amazon,Entertainment,Subscription,
03/07/2023,38.00,GBP,Thames Water,Utility,Water,
03/07/2023,12.76,GBP,Exotic,Food & Drinks,Grocery,
03/07/2023,1.99,GBP,SPAR,Food & Drinks,Grocery,
04/07/2023,7.99,GBP,Amazon,Other,Shopping,
05/07/2023,9.97,GBP,SPAR,Food & Drinks,Grocery,
05/07/2023,7.96,GBP,Temu,Housing,Household Product,
06/07/2023,1200.00,GBP,Rent'Jul,Housing,Rent,
06/07/2023,6.99,GBP,Amazon,Other,Shopping,
06/07/2023,9.00,GBP,EE,Utility,Phone Bill,
07/07/2023,27.49,GBP,Exotic,Food & Drinks,Grocery,
08/07/2023,5.50,GBP,Bus,Transportation,Transport_Local,
08/07/2023,19.54,GBP,One below,Housing,Household Product,
08/07/2023,30.15,GBP,Aldi,Food & Drinks,Grocery,
08/07/2023,0.99,GBP,SPAR,Food & Drinks,Grocery,
09/07/2023,4.00,GBP,Exotic,Food & Drinks,Take aways,
09/07/2023,8.64,GBP,Exotic,Food & Drinks,Grocery,
09/07/2023,2.29,GBP,SPAR,Food & Drinks,Grocery,
10/07/2023,21.00,GBP,Sky Digital,Utility,TV & Broadband,
10/07/2023,12.00,GBP,School,Other,Miscellaneous,
10/07/2023,1.99,GBP,SPAR,Food & Drinks,Grocery,
11/07/2023,21.69,GBP,Amazon,Other,Miscellaneous,
11/07/2023,2.25,GBP,Tesco,Housing,Household Product,
11/07/2023,7.85,GBP,Tesco,Food & Drinks,Grocery,
12/07/2023,22.00,GBP,Sky Tv,Utility,TV & Broadband,
12/07/2023,3.40,GBP,bus,Transportation,Transport_Local,
12/07/2023,3.50,GBP,food at office,Food & Drinks,Take aways,
13/07/2023,16.24,GBP,Asda,Food & Drinks,Grocery,
15/07/2023,3.40,GBP,Bus,Transportation,Transport_Local,
15/07/2023,30.00,GBP,Reading fish,Food & Drinks,Grocery,
15/07/2023,6.00,GBP,Kenya butcher,Food & Drinks,Grocery,
15/07/2023,6.00,GBP,wilko,Housing,Household Product,
15/07/2023,5.00,GBP,wilko,Housing,Household Product,
15/07/2023,24.70,GBP,sainsbary,Food & Drinks,Grocery,
15/07/2023,24.60,GBP,best food,Food & Drinks,Grocery,
15/07/2023,4.60,GBP,SPAR,Food & Drinks,Grocery,
16/07/2023,5.50,GBP,Bus,Transportation,Transport_Local,
16/07/2023,20.00,GBP,Wilko,Housing,Household Product,
16/07/2023,6.00,GBP,wilko,Other,Shopping,
16/07/2023,15.00,GBP,Reading chat,Food & Drinks,Eating out,
17/07/2023,5.42,GBP,Tesco,Housing,Household Product,
17/07/2023,10.00,GBP,Tesco,Food & Drinks,Grocery,
17/07/2023,9.74,GBP,Exotic,Food & Drinks,Grocery,
17/07/2023,13.25,GBP,Tv license,Entertainment,Subscription,
17/07/2023,167.00,GBP,readin council,Housing,Council Tax,
18/07/2023,4.78,GBP,SPAR,Food & Drinks,Grocery,
19/07/2023,15.23,GBP,Exotic,Food & Drinks,Grocery,
19/07/2023,1.96,GBP,SPAR,Food & Drinks,Grocery,
20/07/2023,5.00,GBP,lyca,Utility,Phone Bill,
20/07/2023,7.20,GBP,Tesco,Other,Miscellaneous,
20/07/2023,3.50,GBP,Tesco,Housing,Household Product,
20/07/2023,2.79,GBP,SPAR,Food & Drinks,Grocery,
21/07/2023,8.99,GBP,Amazon,Entertainment,Subscription,
21/07/2023,1.99,GBP,SPAR,Food & Drinks,Grocery,
22/07/2023,5.49,GBP,Tariq Meat,Food & Drinks,Grocery,
22/07/2023,6.50,GBP,Tesco,Housing,Household Product,
22/07/2023,21.00,GBP,Tesco,Food & Drinks,Grocery,
22/07/2023,31.09,GBP,Exotic,Food & Drinks,Grocery,
23/07/2023,3.40,GBP,bus,Transportation,Transport_Local,
23/07/2023,6.70,GBP,poundland,Other,Shopping,
23/07/2023,17.00,GBP,primark,Allowance,Allowance_spouse,
23/07/2023,0.99,GBP,Tesco,Other,Miscellaneous,
23/07/2023,3.50,GBP,Exotic,Food & Drinks,Grocery,
23/07/2023,1.99,GBP,SPAR,Food & Drinks,Grocery,
23/07/2023,16.50,GBP,Papa john,Food & Drinks,Take aways,
23/07/2023,20.00,GBP,Amazon,Allowance,Allowance_spouse,
23/07/2023,50.00,GBP,Madhu,Allowance,Allowance_spouse,
24/07/2023,12.90,GBP,Amazon,Allowance,Allowance_spouse,
25/07/2023,2.00,GBP,Bus,Transportation,Transport_Local,
25/07/2023,3.30,GBP,coffee ,Food & Drinks,Take aways,
25/07/2023,1.20,GBP,Greegs,Food & Drinks,Take aways,
25/07/2023,96.00,GBP,cab from airport ,Transportation,Transport_Other,
26/07/2023,9.76,GBP,SPAR,Food & Drinks,Grocery,
26/07/2023,9.95,GBP,Tariq Meat,Food & Drinks,Grocery,
26/07/2023,7.03,GBP,Exotic,Food & Drinks,Grocery,
26/07/2023,155.00,GBP,durdledoor trip,Vacation,Sightseeing,
26/07/2023,129.00,GBP,Train to Bournemouth ,Vacation,Travel,
26/07/2023,165.00,GBP,Train to bath,Vacation,Travel,
27/07/2023,28.85,GBP,Exotic,Food & Drinks,Grocery,
28/07/2023,67.00,GBP,Octopus,Utility,Gas & Electricity,
28/07/2023,8.90,GBP,Amazon,Entertainment,Subscription,
28/07/2023,127.00,GBP,windsor castle,Vacation,Attraction,
28/07/2023,1.99,GBP,SPAR,Food & Drinks,Grocery,
29/07/2023,20.00,GBP,Reading fish,Food & Drinks,Grocery,
29/07/2023,29.22,GBP,Mcdonald,Food & Drinks,Eating out,
29/07/2023,5.50,GBP,bus,Transportation,Transport_Local,
29/07/2023,7.50,GBP,primark,Personal care,Clothing(Other),
30/07/2023,1.99,GBP,SPAR,Food & Drinks,Grocery,
01/08/2023,18.16,GBP,Reading fish,Food & Drinks,Grocery,
01/08/2023,14.00,GBP,Tesco,Housing,Household Product,
01/08/2023,27.81,GBP,Tesco,Food & Drinks,Grocery,
01/08/2023,25.00,GBP,Exotic,Food & Drinks,Grocery,
01/08/2023,38.00,GBP,Thames Water,Utility,Water,
01/08/2023,8.99,GBP,Amazon prime,Entertainment,Subscription,
01/08/2023,5.50,GBP,Bus,Transportation,Transport_Local,
01/08/2023,9.45,GBP,wilko,Housing,Household Product,
01/08/2023,34.49,GBP,best food,Food & Drinks,Grocery,
01/08/2023,1.50,GBP,sainsbary,Food & Drinks,Eating out,
01/08/2023,10.00,GBP,primark,Personal care,Clothing(Other),
01/08/2023,6.50,GBP,primark,Housing,Household Product,
02/08/2023,10.59,GBP,Train to Windsor ,Vacation,Travel,
02/08/2023,10.19,GBP,SPAR,Food & Drinks,Grocery,
02/08/2023,1.39,GBP,SPAR,Food & Drinks,Grocery,
02/08/2023,66.78,GBP,London Boat,Vacation,Sightseeing,
03/08/2023,1.39,GBP,SPAR,Food & Drinks,Grocery,
03/08/2023,16.50,GBP,Primark,Personal care,Clothing(Other),
03/08/2023,10.19,GBP,SPAR,Food & Drinks,Grocery,
03/08/2023,100.00,GBP,Madhu,Allowance,Allowance_spouse,
04/08/2023,5.50,GBP,Bus,Transportation,Transport_Local,
04/08/2023,23.88,GBP,Exotic,Food & Drinks,Grocery,
04/08/2023,16.40,GBP,Tesco,Food & Drinks,Grocery,
04/08/2023,8.63,GBP,Tariq Halal,Food & Drinks,Grocery,
04/08/2023,5.32,GBP,Best Food,Food & Drinks,Grocery,
04/08/2023,115.00,GBP,Roman Bath,Vacation,Attraction,
04/08/2023,2.75,GBP,One Below,Housing,Household Product,
04/08/2023,2.00,GBP,Poundaland,Other,Shopping,
07/08/2023,5.50,GBP,Reading Bus,Transportation,Transport_Local,
07/08/2023,5.50,GBP,Reading Bus,Transportation,Transport_Local,
07/08/2023,25.00,GBP,Horn Ok Please,Food & Drinks,Eating Out,
07/08/2023,12.00,GBP,Sonita,Food & Drinks,Eating Out,
07/08/2023,83.60,GBP,Train to London,Vacation,Travel,
07/08/2023,10.98,GBP,Nameste London,Other,Shopping,
07/08/2023,5.00,GBP,King & Queen,Other,Shopping,
07/08/2023,2.67,GBP,Exotic,Food & Drinks,Grocery,
07/08/2023,9.00,GBP,EE,Utility,Phone Bill,
07/08/2023,9.99,GBP,Windsor Gift Shop,Personal care,Clothing(Own),
07/08/2023,31.05,GBP,Train to Slough,Vacation,Travel,
07/08/2023,1200.00,GBP,Rent Aug,Housing,Rent,
08/08/2023,5.50,GBP,Bus,Transportation,Transport_Local,
08/08/2023,9.59,GBP,Aldi,Food & Drinks,Grocery,
08/08/2023,24.84,GBP,Range,Housing,Household Product,
09/08/2023,3.14,GBP,SPAR,Food & Drinks,Grocery,
09/08/2023,21.00,GBP,Sky Digital,Utility,TV & Broadband,
10/08/2023,23.63,GBP,Exotic,Food & Drinks,Grocery,
11/08/2023,9.00,GBP,Bus,Transportation,Transport_Local,
11/08/2023,10.95,GBP,McDonalds,Food & Drinks,Eating out,
11/08/2023,4.65,GBP,CO-OP,Food & Drinks,Take aways,
11/08/2023,2.40,GBP,Coffee,Food & Drinks,Take aways,
11/08/2023,8.00,GBP,Lulworth Heritage,Other,Miscellaneous,
11/08/2023,185.00,GBP,Cotswold Tour,Vacation,Sightseeing,
11/08/2023,150.00,GBP,Cotswold Tour,Vacation,Sightseeing,
14/08/2023,3.40,GBP,Reading Bus,Transportation,Transport_Local,
14/08/2023,9.34,GBP,Amazon,Other,Miscellaneous,
14/08/2023,5.50,GBP,Reading Bus,Transportation,Transport_Local,
14/08/2023,20.13,GBP,Tesco,Food & Drinks,Grocery,
14/08/2023,13.34,GBP,Reading Fish,Food & Drinks,Grocery,
14/08/2023,15.74,GBP,McDonald,Food & Drinks,Eating out,
14/08/2023,12.50,GBP,M&S,Food & Drinks,Take aways,
14/08/2023,30.75,GBP,Stonehenge Cafe,Food & Drinks,Take aways,
14/08/2023,80.10,GBP,Stonhenge Entry,Vacation,Attraction,
14/08/2023,6.94,GBP,Stasher,Other,Miscellaneous,
14/08/2023,38.84,GBP,Deliveroo,Food & Drinks,Take aways,
14/08/2023,9.00,GBP,Reading Bus,Transportation,Transport_Local,
14/08/2023,11.80,GBP,YHA Cafe,Food & Drinks,Eating out,
14/08/2023,29.50,GBP,Bath Abbey,Vacation,Attraction,
14/08/2023,13.98,GBP,Jacks,Other,Shopping,
14/08/2023,175.00,GBP,YHA Bath,Vacation,Accommodation,
14/08/2023,34.40,GBP,McDonald,Food & Drinks,Eating out,
14/08/2023,6.94,GBP,Stasher,Other,Miscellaneous,
14/08/2023,22.00,GBP,Sky TV,Utility,TV & Broadband,
15/08/2023,3.45,GBP,SPAR,Food & Drinks,Grocery,
15/08/2023,18.92,GBP,Exotic,Food & Drinks,Grocery,
15/08/2023,50.00,GBP,India Transfer,Saving,Saving,
15/08/2023,167.00,GBP,Reading Council,Housing,Council Tax,
15/08/2023,13.25,GBP,TV Licence,Utility,TV & Broadband,
18/08/2023,5.50,GBP,Reading Bus,Transportation,Transport_Local,
18/08/2023,5.55,GBP,Tariq Halal,Food & Drinks,Grocery,
18/08/2023,26.35,GBP,Tesco,Food & Drinks,Grocery,
21/08/2023,34.00,GBP,Primark,Personal care,Clothing(Other),
21/08/2023,6.00,GBP,M&S,Food & Drinks,Grocery,
21/08/2023,28.51,GBP,Exotic,Food & Drinks,Grocery,
21/08/2023,12.60,GBP,River Cruise Reading,Vacation,Sightseeing,
21/08/2023,16.55,GBP,Costa,Food & Drinks,Take aways,
21/08/2023,14.91,GBP,Sainsbury,Food & Drinks,Grocery,
21/08/2023,5.00,GBP,Lyca,Utility,Phone Bill,
21/08/2023,13.50,GBP,M&S,Food & Drinks,Grocery,
21/08/2023,71.50,GBP,River Cruise Reading,Vacation,Sightseeing,
22/08/2023,5.50,GBP,Reading Bus,Transportation,Transport_Local,
22/08/2023,36.50,GBP,IKEA,Housing,Household Product,
24/08/2023,5.50,GBP,Reading Bus,Transportation,Transport_Local,
24/08/2023,8.75,GBP,Greegs,Food & Drinks,Take aways,
24/08/2023,3.00,GBP,FTC Reading,Other,Miscellaneous,
